time,wave [m],stroke [m],stroke speed [m/s],angle [deg],angular_speed [deg/s],F_PTO [N],Energy [J]
39.18,-0.405,-2.737,-0.0,0.0,0.0,-225109.814,3150600.534
39.19,-0.401,-2.737,-0.0,0.0,0.0,-225109.814,3150600.534
39.2,-0.397,-2.737,-0.0,0.0,0.0,-225109.814,3150600.534
39.21,-0.393,-2.737,-0.0,0.0,0.0,-225109.814,3150600.534
39.22,-0.389,-2.737,-0.0,0.0,0.0,-225109.814,3150600.534
39.23,-0.384,-2.737,-0.0,0.0,0.0,-225109.814,3150600.534
39.24,-0.38,-2.737,-0.0,0.0,0.0,-225109.814,3150600.534
39.25,-0.376,-2.737,-0.0,0.0,0.0,-225109.814,3150600.534
39.26,-0.371,-2.737,-0.0,0.0,0.0,-225109.814,3150600.534
39.27,-0.367,-2.737,-0.0,0.0,0.0,-225109.814,3150600.534
39.28,-0.362,-2.737,-0.0,0.0,0.0,-225109.814,3150600.534
39.29,-0.358,-2.737,-0.0,0.0,0.0,-225109.814,3150600.534
39.3,-0.353,-2.737,-0.0,0.0,0.0,-225109.814,3150600.534
39.31,-0.348,-2.737,-0.0,0.0,0.0,-225109.814,3150600.534
39.32,-0.344,-2.737,-0.0,0.0,0.0,-225109.814,3150600.534
39.33,-0.339,-2.736,0.018,0.0,0.0,-225109.814,3150600.534
39.34,-0.334,-2.736,0.08,0.0,0.0,-225109.814,3150600.534
39.35,-0.329,-2.735,0.167,0.0,0.0,-225109.814,3150600.534
39.36,-0.324,-2.733,0.264,0.0,0.0,-225109.814,3150600.534
39.37,-0.32,-2.73,0.361,0.0,0.0,-225109.814,3150600.534
39.38,-0.315,-2.726,0.453,0.0,0.0,-225109.814,3150600.534
39.39,-0.31,-2.721,0.54,0.0,0.0,-225109.814,3150600.534
39.4,-0.304,-2.715,0.626,0.0,0.0,-225109.814,3150600.534
39.41,-0.299,-2.708,0.714,0.0,0.0,-225220.734,3150483.821
39.42,-0.294,-2.7,0.803,0.0,0.0,-225382.373,3150313.31
39.43,-0.289,-2.692,0.892,0.0,0.0,-225361.044,3150338.34
39.44,-0.284,-2.683,0.98,0.0,0.0,-225014.085,3150718.126
39.45,-0.278,-2.672,1.068,0.0,0.0,-224290.203,3151521.398
39.46,-0.273,-2.661,1.155,0.0,0.0,-223229.475,3152726.4
39.47,-0.267,-2.649,1.243,0.0,0.0,-221963.346,3154220.893
39.48,-0.262,-2.636,1.329,0.0,0.0,-220712.323,3155804.295
39.49,-0.256,-2.623,1.416,0.0,0.0,-219531.632,3157424.938
39.5,-0.251,-2.608,1.502,0.0,0.0,-218350.941,3159147.429
39.51,-0.245,-2.593,1.588,0.0,0.0,-217170.251,3160971.284
39.52,-0.239,-2.576,1.673,0.0,0.0,-215989.56,3162896.002
39.53,-0.234,-2.559,1.757,0.0,0.0,-214808.869,3164921.062
39.54,-0.228,-2.541,1.842,0.0,0.0,-213628.178,3167045.927
39.55,-0.222,-2.522,1.926,0.0,0.0,-212447.487,3169270.042
39.56,-0.216,-2.503,2.009,0.0,0.0,-211246.42,3171635.697
39.57,-0.21,-2.482,2.092,0.0,0.0,-209744.424,3174738.547
39.58,-0.204,-2.461,2.174,0.0,0.0,-207979.266,3178516.614
39.59,-0.198,-2.439,2.256,0.0,0.0,-206084.98,3182702.814
39.6,-0.192,-2.416,2.337,0.0,0.0,-204157.754,3187105.055
39.61,-0.186,-2.392,2.417,0.0,0.0,-202255.929,3191606.239
39.62,-0.179,-2.367,2.496,0.0,0.0,-200399.997,3196164.26
39.63,-0.173,-2.342,2.575,0.0,0.0,-198572.603,3200812.003
39.64,-0.167,-2.316,2.653,0.0,0.0,-196760.897,3205540.249
39.65,-0.161,-2.289,2.729,0.0,0.0,-195086.967,3209993.349
39.66,-0.154,-2.261,2.805,0.0,0.0,-193330.585,3214833.609
39.67,-0.148,-2.233,2.88,0.0,0.0,-191296.101,3220647.34
39.68,-0.141,-2.204,2.954,0.0,0.0,-188883.118,3227742.231
39.69,-0.135,-2.174,3.027,0.0,0.0,-186086.489,3236147.352
39.7,-0.128,-2.143,3.099,0.0,0.0,-182996.32,3245613.154
39.71,-0.121,-2.112,3.171,0.0,0.0,-179797.969,3255611.466
39.72,-0.115,-2.08,3.243,0.0,0.0,-176697.745,3265549.316
39.73,-0.108,-2.047,3.314,0.0,0.0,-173614.261,3275658.816
39.74,-0.101,-2.013,3.384,0.0,0.0,-170530.777,3285985.992
39.75,-0.095,-1.979,3.454,0.0,0.0,-167447.293,3296528.535
39.76,-0.088,-1.944,3.522,0.0,0.0,-164363.809,3307283.926
39.77,-0.081,-1.909,3.59,0.0,0.0,-161280.325,3318249.448
39.78,-0.074,-1.873,3.657,0.0,0.0,-158196.841,3329422.177
39.79,-0.067,-1.836,3.722,0.0,0.0,-155113.357,3340798.987
39.8,-0.06,-1.798,3.787,0.0,0.0,-151915.016,3352817.005
39.81,-0.053,-1.76,3.85,0.0,0.0,-148444.659,3366082.707
39.82,-0.046,-1.721,3.912,0.0,0.0,-144818.853,3380156.943
39.83,-0.039,-1.682,3.973,0.0,0.0,-141131.336,3394685.111
39.84,-0.032,-1.642,4.033,0.0,0.0,-137444.953,3409428.007
39.85,-0.025,-1.601,4.091,0.0,0.0,-133791.653,3424261.826
39.86,-0.018,-1.56,4.149,0.0,0.0,-130172.49,3439178.159
39.87,-0.011,-1.518,4.205,0.0,0.0,-126557.621,3454283.995
39.88,-0.004,-1.476,4.259,0.0,0.0,-123011.748,3469270.908
39.89,0.003,-1.433,4.313,0.0,0.0,-119501.324,3484295.564
39.9,0.011,-1.389,4.364,0.0,0.0,-115850.152,3500139.897
39.91,0.018,-1.346,4.415,0.0,0.0,-111951.137,3517280.441
39.92,0.025,-1.301,4.465,0.0,0.0,-107766.427,3535887.735
39.93,0.032,-1.256,4.513,0.0,0.0,-103327.412,3555826.325
39.94,0.039,-1.211,4.561,0.0,0.0,-98734.722,3576654.758
39.95,0.047,-1.165,4.608,0.0,0.0,-94156.03,3597635.237
39.96,0.054,-1.119,4.653,0.0,0.0,-89629.285,3618597.098
39.97,0.061,-1.072,4.698,0.0,0.0,-85102.54,3639762.47
39.98,0.068,-1.025,4.741,0.0,0.0,-80575.795,3661124.874
39.99,0.075,-0.977,4.782,0.0,0.0,-76049.05,3682677.35
40.0,0.082,-0.929,4.821,0.0,0.0,-71522.305,3704412.454
40.01,0.09,-0.881,4.859,0.0,0.0,-66995.56,3726322.263
40.02,0.097,-0.832,4.894,0.0,0.0,-62468.815,3748398.369
40.03,0.104,-0.783,4.928,0.0,0.0,-57930.841,3770687.741
40.04,0.111,-0.733,4.961,0.0,0.0,-53240.646,3793884.188
40.05,0.118,-0.684,4.991,0.0,0.0,-48419.764,3817875.873
40.06,0.125,-0.634,5.02,0.0,0.0,-43535.051,3842324.586
40.07,0.132,-0.583,5.046,0.0,0.0,-38634.406,3866985.017
40.08,0.139,-0.533,5.07,0.0,0.0,-33746.772,3891704.753
40.09,0.146,-0.482,5.092,0.0,0.0,-28882.134,3916424.279
40.1,0.153,-0.431,5.112,0.0,0.0,-24031.521,3941176.978
40.11,0.16,-0.38,5.13,0.0,0.0,-19181.064,3966017.585
40.12,0.167,-0.328,5.145,0.0,0.0,-14364.642,3990761.048
40.13,0.174,-0.277,5.158,0.0,0.0,-9525.736,4015690.153
40.14,0.181,-0.225,5.169,0.0,0.0,-4613.577,4041056.567
40.15,0.188,-0.173,5.177,0.0,0.0,397.711,4066982.565
40.16,0.195,-0.122,5.183,0.0,0.0,5509.107,4093461.034
40.17,0.202,-0.07,5.186,0.0,0.0,10696.693,4120355.469
40.18,0.208,-0.018,5.186,0.0,0.0,15911.657,4147399.977
40.19,0.215,0.034,5.183,0.0,0.0,21100.728,4174305.051
40.2,0.222,0.086,5.178,0.0,0.0,26285.739,4201169.247
40.21,0.228,0.138,5.17,0.0,0.0,31470.75,4227998.91
40.22,0.235,0.189,5.159,0.0,0.0,36655.762,4254779.55
40.23,0.241,0.241,5.146,0.0,0.0,41840.773,4281496.864
40.24,0.248,0.292,5.129,0.0,0.0,47025.784,4308136.731
40.25,0.254,0.343,5.11,0.0,0.0,52210.796,4334685.217
40.26,0.26,0.394,5.089,0.0,0.0,57395.807,4361128.573
40.27,0.267,0.445,5.065,0.0,0.0,62566.189,4387379.591
40.28,0.273,0.496,5.038,0.0,0.0,67703.202,4413331.281
40.29,0.279,0.546,5.009,0.0,0.0,72821.279,4439044.3
40.3,0.285,0.596,4.978,0.0,0.0,77931.902,4464564.432
40.31,0.291,0.645,4.944,0.0,0.0,83042.75,4489918.302
40.32,0.297,0.695,4.908,0.0,0.0,88157.7,4515113.375
40.33,0.303,0.743,4.869,0.0,0.0,93276.824,4540137.955
40.34,0.309,0.792,4.828,0.0,0.0,98396.395,4564961.19
40.35,0.314,0.84,4.785,0.0,0.0,103572.857,4589829.832
40.36,0.32,0.888,4.739,0.0,0.0,108771.035,4614570.701
40.37,0.326,0.935,4.691,0.0,0.0,113873.675,4638633.412
40.38,0.331,0.981,4.641,0.0,0.0,118809.822,4661682.977
40.39,0.337,1.028,4.589,0.0,0.0,123554.838,4683599.892
40.4,0.342,1.073,4.535,0.0,0.0,128130.4,4704480.139
40.41,0.347,1.118,4.478,0.0,0.0,132604.503,4724635.185
40.42,0.352,1.163,4.42,0.0,0.0,137089.65,4744583.536
40.43,0.357,1.207,4.36,0.0,0.0,141608.641,4764423.403
40.44,0.363,1.25,4.298,0.0,0.0,146127.633,4783988.01
40.45,0.367,1.293,4.235,0.0,0.0,150646.624,4803269.078
40.46,0.372,1.335,4.169,0.0,0.0,155165.615,4822258.616
40.47,0.377,1.376,4.102,0.0,0.0,159684.607,4840948.923
40.48,0.382,1.417,4.034,0.0,0.0,164203.598,4859332.589
40.49,0.386,1.457,3.963,0.0,0.0,168722.589,4877402.492
40.5,0.391,1.496,3.892,0.0,0.0,173223.586,4895083.231
40.51,0.395,1.535,3.819,0.0,0.0,177499.73,4911584.5
40.52,0.4,1.572,3.745,0.0,0.0,181586.266,4927047.166
40.53,0.404,1.609,3.669,0.0,0.0,185580.623,4941847.631
40.54,0.408,1.646,3.593,0.0,0.0,189552.489,4956253.883
40.55,0.412,1.681,3.515,0.0,0.0,193543.811,4970425.49
40.56,0.416,1.716,3.436,0.0,0.0,197568.794,4984413.608
40.57,0.42,1.75,3.356,0.0,0.0,201613.901,4998160.974
40.58,0.424,1.783,3.275,0.0,0.0,205682.796,5011640.702
40.59,0.427,1.816,3.193,0.0,0.0,209889.751,5025190.468
40.6,0.431,1.847,3.111,0.0,0.0,214006.878,5038147.262
40.61,0.434,1.878,3.027,0.0,0.0,217840.768,5049949.56
40.62,0.438,1.908,2.943,0.0,0.0,221293.54,5060320.866
40.63,0.441,1.937,2.858,0.0,0.0,224362.843,5069269.71
40.64,0.444,1.965,2.772,0.0,0.0,227141.855,5077089.651
40.65,0.447,1.992,2.685,0.0,0.0,229819.283,5084359.272
40.66,0.45,2.018,2.598,0.0,0.0,232596.91,5091691.722
40.67,0.453,2.044,2.511,0.0,0.0,235388.938,5098823.946
40.68,0.456,2.069,2.422,0.0,0.0,238180.967,5105710.556
40.69,0.459,2.092,2.334,0.0,0.0,240972.995,5112350.083
40.7,0.462,2.115,2.244,0.0,0.0,243765.024,5118741.174
40.71,0.464,2.137,2.155,0.0,0.0,246557.052,5124882.592
40.72,0.467,2.158,2.065,0.0,0.0,249349.081,5130773.216
40.73,0.469,2.179,1.974,0.0,0.0,252141.109,5136412.04
40.74,0.472,2.198,1.884,0.0,0.0,254778.322,5141516.466
40.75,0.474,2.216,1.793,0.0,0.0,257075.296,5145762.575
40.76,0.476,2.234,1.702,0.0,0.0,259180.515,5149441.634
40.77,0.478,2.25,1.61,0.0,0.0,261210.898,5152782.247
40.78,0.48,2.266,1.519,0.0,0.0,263244.447,5155936.86
40.79,0.482,2.281,1.427,0.0,0.0,265320.256,5158981.762
40.8,0.484,2.294,1.335,0.0,0.0,267438.51,5161917.087
40.81,0.485,2.307,1.243,0.0,0.0,269560.477,5164666.807
40.82,0.487,2.319,1.151,0.0,0.0,271806.035,5167299.056
40.83,0.489,2.33,1.06,0.0,0.0,274098.666,5169775.657
40.84,0.49,2.341,0.968,0.0,0.0,276159.417,5171876.783
40.85,0.492,2.35,0.876,0.0,0.0,277820.154,5173479.084
40.86,0.493,2.358,0.784,0.0,0.0,279023.555,5174555.683
40.87,0.494,2.365,0.693,0.0,0.0,279823.115,5175176.182
40.88,0.495,2.372,0.601,0.0,0.0,280383.146,5175506.656
40.89,0.496,2.377,0.51,0.0,0.0,280973.559,5175804.789
40.9,0.498,2.382,0.419,0.0,0.0,281642.79,5176115.884
40.91,0.499,2.386,0.329,0.0,0.0,282312.021,5176366.212
40.92,0.499,2.389,0.238,0.0,0.0,282981.252,5176555.957
40.93,0.5,2.391,0.148,0.0,0.0,283650.484,5176685.321
40.94,0.501,2.392,0.059,0.0,0.0,284319.715,5176754.526
40.95,0.502,2.392,-0.031,0.0,0.0,284988.946,5176763.812
40.96,0.503,2.391,-0.12,0.0,0.0,285658.177,5176713.444
40.97,0.503,2.389,-0.208,0.0,0.0,286299.202,5176612.313
40.98,0.504,2.387,-0.296,0.0,0.0,286614.207,5176559.008
40.99,0.504,2.383,-0.384,0.0,0.0,286659.061,5176557.256
41.0,0.505,2.379,-0.471,0.0,0.0,286573.199,5176582.179
41.01,0.505,2.374,-0.557,0.0,0.0,286456.19,5176616.003
41.02,0.505,2.368,-0.643,0.0,0.0,286367.732,5176648.064
41.03,0.506,2.361,-0.728,0.0,0.0,286327.652,5176674.803
41.04,0.506,2.353,-0.813,0.0,0.0,286315.911,5176699.767
41.05,0.506,2.345,-0.897,0.0,0.0,286326.534,5176678.776
41.06,0.507,2.336,-0.98,0.0,0.0,286482.373,5176472.069
41.07,0.507,2.325,-1.063,0.0,0.0,286537.926,5176394.525
41.08,0.507,2.314,-1.144,0.0,0.0,286286.954,5176710.124
41.09,0.507,2.302,-1.225,0.0,0.0,285625.828,5177560.505
41.1,0.507,2.29,-1.305,0.0,0.0,284553.533,5178964.973
41.11,0.507,2.276,-1.384,0.0,0.0,283171.662,5180820.493
41.12,0.507,2.262,-1.463,0.0,0.0,281684.423,5182901.694
41.13,0.507,2.247,-1.54,0.0,0.0,280305.61,5184966.588
41.14,0.507,2.231,-1.616,0.0,0.0,278941.046,5187120.181
41.15,0.507,2.215,-1.692,0.0,0.0,277576.481,5189377.273
41.16,0.507,2.197,-1.766,0.0,0.0,276211.917,5191736.475
41.17,0.507,2.179,-1.839,0.0,0.0,274847.353,5194196.355
41.18,0.507,2.161,-1.911,0.0,0.0,273482.788,5196755.433
41.19,0.506,2.141,-1.982,0.0,0.0,272118.224,5199412.183
41.2,0.506,2.121,-2.052,0.0,0.0,270753.659,5202165.035
41.21,0.506,2.101,-2.061,0.0,0.0,269705.154,5204326.839
41.22,0.506,2.081,-1.944,0.0,0.0,269326.074,5205108.83
41.23,0.506,2.063,-1.764,0.0,0.0,269321.809,5205117.629
41.24,0.506,2.047,-1.569,0.0,0.0,269462.547,5204827.305
41.25,0.505,2.031,-1.389,0.0,0.0,269595.336,5204553.378
41.26,0.505,2.018,-1.241,0.0,0.0,269644.087,5204452.812
41.27,0.505,2.005,-1.124,0.0,0.0,269609.568,5204524.02
41.28,0.505,1.994,-1.023,0.0,0.0,269569.395,5204606.892
41.29,0.505,1.985,-0.926,0.0,0.0,269569.395,5204606.892
41.3,0.505,1.976,-0.838,0.0,0.0,269569.395,5204606.892
41.31,0.505,1.968,-0.758,0.0,0.0,269569.395,5204606.892
41.32,0.504,1.961,-0.686,0.0,0.0,269569.395,5204606.892
41.33,0.504,1.954,-0.621,0.0,0.0,269569.395,5204606.892
41.34,0.504,1.948,-0.562,0.0,0.0,269569.395,5204606.892
41.35,0.504,1.943,-0.508,0.0,0.0,269569.395,5204606.892
41.36,0.504,1.938,-0.46,0.0,0.0,269569.395,5204606.892
41.37,0.504,1.934,-0.416,0.0,0.0,269569.395,5204606.892
41.38,0.504,1.93,-0.377,0.0,0.0,269569.395,5204606.892
41.39,0.504,1.926,-0.341,0.0,0.0,269569.395,5204606.892
41.4,0.504,1.923,-0.308,0.0,0.0,269569.395,5204606.892
41.41,0.504,1.92,-0.279,0.0,0.0,269569.395,5204606.892
41.42,0.504,1.917,-0.252,0.0,0.0,269569.395,5204606.892
41.43,0.505,1.915,-0.228,0.0,0.0,269569.395,5204606.892
41.44,0.505,1.913,-0.207,0.0,0.0,269569.395,5204606.892
41.45,0.505,1.911,-0.187,0.0,0.0,269569.395,5204606.892
41.46,0.505,1.909,-0.169,0.0,0.0,269569.395,5204606.892
41.47,0.505,1.907,-0.153,0.0,0.0,269569.395,5204606.892
41.48,0.506,1.906,-0.139,0.0,0.0,269569.395,5204606.892
41.49,0.506,1.905,-0.125,0.0,0.0,269569.395,5204606.892
41.5,0.507,1.903,-0.113,0.0,0.0,269569.395,5204606.892
41.51,0.507,1.902,-0.103,0.0,0.0,269569.395,5204606.892
41.52,0.507,1.901,-0.093,0.0,0.0,269569.395,5204606.892
41.53,0.508,1.9,-0.084,0.0,0.0,269569.395,5204606.892
41.54,0.509,1.9,-0.076,0.0,0.0,269569.395,5204606.892
41.55,0.509,1.899,-0.069,0.0,0.0,269569.395,5204606.892
41.56,0.51,1.898,-0.062,0.0,0.0,269569.395,5204606.892
41.57,0.511,1.898,-0.056,0.0,0.0,269569.395,5204606.892
41.58,0.511,1.897,-0.051,0.0,0.0,269569.395,5204606.892
41.59,0.512,1.897,-0.046,0.0,0.0,269569.395,5204606.892
41.6,0.513,1.896,-0.042,0.0,0.0,269569.395,5204606.892
41.61,0.514,1.896,-0.038,0.0,0.0,269569.395,5204606.892
41.62,0.515,1.895,-0.034,0.0,0.0,269569.395,5204606.892
41.63,0.516,1.895,-0.031,0.0,0.0,269569.395,5204606.892
41.64,0.517,1.895,-0.028,0.0,0.0,269569.395,5204606.892
41.65,0.518,1.894,-0.025,0.0,0.0,269569.395,5204606.892
41.66,0.519,1.894,-0.023,0.0,0.0,269569.395,5204606.892
41.67,0.52,1.894,-0.021,0.0,0.0,269569.395,5204606.892
41.68,0.521,1.894,-0.019,0.0,0.0,269569.395,5204606.892
41.69,0.523,1.894,-0.017,0.0,0.0,269569.395,5204606.892
41.7,0.524,1.893,-0.015,0.0,0.0,269569.395,5204606.892
41.71,0.525,1.893,-0.014,0.0,0.0,269569.395,5204606.892
41.72,0.527,1.893,-0.013,0.0,0.0,269569.395,5204606.892
41.73,0.528,1.893,-0.011,0.0,0.0,269569.395,5204606.892
41.74,0.53,1.893,-0.01,0.0,0.0,269569.395,5204606.892
41.75,0.531,1.893,-0.009,0.0,0.0,269569.395,5204606.892
41.76,0.533,1.893,-0.008,0.0,0.0,269569.395,5204606.892
41.77,0.535,1.893,-0.008,0.0,0.0,269569.395,5204606.892
41.78,0.536,1.893,-0.007,0.0,0.0,269569.395,5204606.892
41.79,0.538,1.893,-0.006,0.0,0.0,269569.395,5204606.892
41.8,0.54,1.893,-0.006,0.0,0.0,269569.395,5204606.892
41.81,0.542,1.892,-0.005,0.0,0.0,269569.395,5204606.892
41.82,0.543,1.892,-0.005,0.0,0.0,269569.395,5204606.892
41.83,0.545,1.892,-0.004,0.0,0.0,269569.395,5204606.892
41.84,0.547,1.892,-0.004,0.0,0.0,269569.395,5204606.892
41.85,0.549,1.892,-0.003,0.0,0.0,269569.395,5204606.892
41.86,0.551,1.892,-0.003,0.0,0.0,269569.395,5204606.892
41.87,0.553,1.892,-0.003,0.0,0.0,269569.395,5204606.892
41.88,0.555,1.892,-0.003,0.0,0.0,269569.395,5204606.892
41.89,0.558,1.892,-0.002,0.0,0.0,269569.395,5204606.892
41.9,0.56,1.892,-0.002,0.0,0.0,269569.395,5204606.892
41.91,0.562,1.892,-0.002,0.0,0.0,269569.395,5204606.892
41.92,0.564,1.892,-0.002,0.0,0.0,269569.395,5204606.892
41.93,0.566,1.892,-0.002,0.0,0.0,269569.395,5204606.892
41.94,0.569,1.892,-0.001,0.0,0.0,269569.395,5204606.892
41.95,0.571,1.892,-0.001,0.0,0.0,269569.395,5204606.892
41.96,0.573,1.892,-0.001,0.0,0.0,269569.395,5204606.892
41.97,0.576,1.892,-0.001,0.0,0.0,269569.395,5204606.892
41.98,0.578,1.892,-0.001,0.0,0.0,269569.395,5204606.892
41.99,0.58,1.892,-0.001,0.0,0.0,269569.395,5204606.892
42.0,0.583,1.892,-0.001,0.0,0.0,269569.395,5204606.892
42.01,0.585,1.892,-0.001,0.0,0.0,269569.395,5204606.892
42.02,0.587,1.892,-0.001,0.0,0.0,269569.395,5204606.892
42.03,0.59,1.892,-0.001,0.0,0.0,269569.395,5204606.892
42.04,0.592,1.892,-0.001,0.0,0.0,269569.395,5204606.892
42.05,0.595,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.06,0.597,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.07,0.599,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.08,0.602,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.09,0.604,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.1,0.607,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.11,0.609,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.12,0.611,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.13,0.614,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.14,0.616,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.15,0.618,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.16,0.62,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.17,0.623,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.18,0.625,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.19,0.627,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.2,0.629,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.21,0.631,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.22,0.634,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.23,0.636,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.24,0.638,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.25,0.64,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.26,0.641,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.27,0.643,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.28,0.645,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.29,0.647,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.3,0.648,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.31,0.65,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.32,0.652,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.33,0.653,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.34,0.655,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.35,0.656,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.36,0.657,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.37,0.658,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.38,0.659,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.39,0.66,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.4,0.661,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.41,0.662,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.42,0.663,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.43,0.664,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.44,0.664,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.45,0.665,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.46,0.665,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.47,0.666,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.48,0.666,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.49,0.666,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.5,0.666,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.51,0.666,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.52,0.665,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.53,0.665,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.54,0.665,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.55,0.664,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.56,0.663,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.57,0.662,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.58,0.661,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.59,0.66,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.6,0.659,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.61,0.658,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.62,0.656,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.63,0.655,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.64,0.653,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.65,0.651,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.66,0.649,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.67,0.647,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.68,0.645,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.69,0.643,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.7,0.64,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.71,0.638,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.72,0.635,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.73,0.632,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.74,0.629,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.75,0.626,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.76,0.622,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.77,0.619,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.78,0.615,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.79,0.611,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.8,0.607,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.81,0.603,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.82,0.599,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.83,0.595,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.84,0.59,1.892,-0.0,0.0,0.0,269569.395,5204606.892
42.85,0.586,1.892,-0.004,0.0,0.0,269569.395,5204606.892
42.86,0.581,1.892,-0.04,0.0,0.0,269569.395,5204606.892
42.87,0.576,1.891,-0.101,0.0,0.0,269569.395,5204606.892
42.88,0.571,1.89,-0.173,0.0,0.0,269569.394,5204606.892
42.89,0.566,1.888,-0.249,0.0,0.0,269569.394,5204606.892
42.9,0.56,1.885,-0.322,0.0,0.0,269569.394,5204606.892
42.91,0.555,1.881,-0.391,0.0,0.0,269569.394,5204606.892
42.92,0.549,1.877,-0.457,0.0,0.0,269569.394,5204606.892
42.93,0.544,1.872,-0.525,0.0,0.0,269605.03,5204577.858
42.94,0.538,1.866,-0.594,0.0,0.0,269740.719,5204466.963
42.95,0.532,1.86,-0.663,0.0,0.0,269796.651,5204421.748
42.96,0.526,1.853,-0.732,0.0,0.0,269634.288,5204559.445
42.97,0.519,1.845,-0.801,0.0,0.0,269186.096,5204942.832
42.98,0.513,1.837,-0.87,0.0,0.0,268455.548,5205580.23
42.99,0.506,1.828,-0.939,0.0,0.0,267517.125,5206425.509
43.0,0.5,1.818,-1.008,0.0,0.0,266516.311,5207378.08
43.01,0.493,1.808,-1.076,0.0,0.0,265591.982,5208338.841
