time,wave [m],stroke [m],stroke speed [m/s],angle [deg],angular_speed [deg/s],F_PTO [N],Energy [J]
0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.004,0.0,0.0,0.0,0.005,0.0,0.0
0.02,0.004,0.0,0.0,0.0,0.009,0.0,0.0
0.03,0.004,0.0,0.0,0.0,0.014,0.0,0.0
0.04,0.003,0.0,0.0,0.0,0.018,0.0,0.0
0.05,0.003,0.0,0.0,0.001,0.023,0.0,0.0
0.06,0.003,0.0,0.0,0.001,0.028,0.0,0.0
0.07,0.002,0.0,0.0,0.001,0.033,0.0,0.0
0.08,0.002,0.0,0.0,0.001,0.038,0.0,0.0
0.09,0.001,0.0,0.0,0.002,0.043,0.0,0.0
0.1,0.001,0.0,0.0,0.002,0.048,0.0,0.0
0.11,0.001,0.0,0.0,0.003,0.053,0.0,0.0
0.12,0.0,0.0,0.0,0.003,0.058,0.0,0.0
0.13,-0.0,0.0,0.0,0.004,0.063,0.0,0.0
0.14,-0.001,0.0,0.0,0.005,0.068,0.0,0.0
0.15,-0.001,0.0,0.0,0.005,0.073,0.0,0.0
0.16,-0.001,0.0,0.0,0.006,0.078,0.0,0.0
0.17,-0.002,0.0,0.0,0.007,0.083,0.0,0.0
0.18,-0.002,0.0,0.0,0.008,0.089,0.0,0.0
0.19,-0.002,0.0,0.0,0.009,0.094,0.0,0.0
0.2,-0.003,0.0,0.0,0.01,0.099,0.0,0.0
0.21,-0.003,0.0,0.0,0.011,0.104,0.0,0.0
0.22,-0.003,0.0,0.0,0.012,0.11,0.0,0.0
0.23,-0.003,0.0,0.0,0.013,0.115,0.0,0.0
0.24,-0.003,0.0,0.0,0.014,0.12,0.0,0.0
0.25,-0.004,0.0,0.0,0.015,0.126,0.0,0.0
0.26,-0.004,0.0,0.0,0.017,0.131,0.0,0.0
0.27,-0.004,0.0,0.0,0.018,0.137,0.0,0.0
0.28,-0.004,0.0,0.0,0.019,0.142,0.0,0.0
0.29,-0.004,0.0,0.0,0.021,0.147,0.0,0.0
0.3,-0.004,0.0,0.0,0.022,0.153,0.0,0.0
0.31,-0.004,0.0,0.0,0.024,0.158,0.0,0.0
0.32,-0.004,0.0,0.0,0.025,0.164,0.0,0.0
0.33,-0.004,0.0,0.0,0.027,0.169,0.0,0.0
0.34,-0.003,0.0,0.0,0.029,0.175,0.0,0.0
0.35,-0.003,0.0,0.0,0.031,0.18,0.0,0.0
0.36,-0.003,0.0,0.0,0.032,0.185,0.0,0.0
0.37,-0.003,0.0,0.0,0.034,0.191,0.0,0.0
0.38,-0.002,0.0,0.0,0.036,0.196,0.0,0.0
0.39,-0.002,0.0,0.0,0.038,0.201,0.0,0.0
0.4,-0.001,0.0,0.0,0.04,0.207,0.0,0.0
0.41,-0.001,0.0,0.0,0.042,0.212,0.0,0.0
0.42,-0.0,0.0,0.0,0.044,0.217,0.0,0.0
0.43,0.0,0.0,0.0,0.047,0.222,0.0,0.0
0.44,0.001,0.0,0.0,0.049,0.228,0.0,0.0
0.45,0.002,0.0,0.0,0.051,0.233,0.0,0.0
0.46,0.002,0.0,0.0,0.054,0.238,0.0,0.0
0.47,0.003,0.0,0.0,0.056,0.243,0.0,0.0
0.48,0.004,0.0,0.0,0.058,0.248,0.0,0.0
0.49,0.005,0.0,0.0,0.061,0.253,0.0,0.0
0.5,0.006,0.0,0.0,0.063,0.258,0.0,0.0
0.51,0.007,0.0,0.0,0.066,0.263,0.0,0.0
0.52,0.008,0.0,0.0,0.069,0.268,0.0,0.0
0.53,0.009,0.0,0.0,0.071,0.272,0.0,0.0
0.54,0.01,0.0,0.0,0.074,0.277,0.0,0.0
0.55,0.011,0.0,0.0,0.077,0.282,0.0,0.0
0.56,0.013,0.0,0.0,0.08,0.286,0.0,0.0
0.57,0.014,0.0,0.0,0.083,0.291,0.0,0.0
0.58,0.015,0.0,0.0,0.086,0.295,0.0,0.0
0.59,0.017,0.0,0.0,0.089,0.299,0.0,0.0
0.6,0.018,0.0,0.0,0.092,0.304,0.0,0.0
0.61,0.02,0.0,0.0,0.095,0.308,0.0,0.0
0.62,0.021,0.0,0.0,0.098,0.312,0.0,0.0
0.63,0.023,0.0,0.0,0.101,0.316,0.0,0.0
0.64,0.025,0.0,0.0,0.104,0.32,0.0,0.0
0.65,0.026,0.0,0.0,0.107,0.324,0.0,0.0
0.66,0.028,0.0,0.0,0.111,0.327,0.0,0.0
0.67,0.03,0.0,0.0,0.114,0.331,0.0,0.0
0.68,0.032,0.0,0.0,0.117,0.334,0.0,0.0
0.69,0.034,0.0,0.0,0.121,0.338,0.0,0.0
0.7,0.036,0.0,0.0,0.124,0.341,0.0,0.0
0.71,0.037,0.0,0.0,0.127,0.344,0.0,0.0
0.72,0.039,0.0,0.0,0.131,0.347,0.0,0.0
0.73,0.041,0.0,0.0,0.134,0.35,0.0,0.0
0.74,0.044,0.0,0.0,0.138,0.353,0.0,0.0
0.75,0.046,0.0,0.0,0.141,0.356,0.0,0.0
0.76,0.048,0.0,0.0,0.145,0.358,0.0,0.0
0.77,0.05,0.0,0.0,0.149,0.361,0.0,0.0
0.78,0.052,0.0,0.0,0.152,0.363,0.0,0.0
0.79,0.054,0.0,0.0,0.156,0.365,0.0,0.0
0.8,0.056,0.0,0.0,0.159,0.367,0.0,0.0
0.81,0.059,0.0,0.0,0.163,0.369,0.0,0.0
0.82,0.061,0.0,0.0,0.167,0.371,0.0,0.0
0.83,0.063,0.0,0.0,0.171,0.372,0.0,0.0
0.84,0.065,0.0,0.0,0.174,0.374,0.0,0.0
0.85,0.067,0.0,0.0,0.178,0.375,0.0,0.0
0.86,0.07,0.0,0.0,0.182,0.376,0.0,0.0
0.87,0.072,0.0,0.0,0.186,0.377,0.0,0.0
0.88,0.074,0.0,0.0,0.189,0.378,0.0,0.0
0.89,0.077,0.0,0.0,0.193,0.378,0.0,0.0
0.9,0.079,0.0,0.0,0.197,0.379,0.0,0.0
0.91,0.081,0.0,0.0,0.201,0.379,0.0,0.0
0.92,0.083,0.0,0.0,0.204,0.379,0.0,0.0
0.93,0.085,0.0,0.0,0.208,0.379,0.0,0.0
0.94,0.088,0.0,0.0,0.212,0.379,0.0,0.0
0.95,0.09,0.0,0.0,0.216,0.378,0.0,0.0
0.96,0.092,0.0,0.0,0.22,0.377,0.0,0.0
0.97,0.094,0.0,0.0,0.223,0.377,0.0,0.0
0.98,0.096,0.0,0.0,0.227,0.376,0.0,0.0
0.99,0.098,0.0,0.0,0.231,0.374,0.0,0.0
1.0,0.1,0.0,0.0,0.235,0.373,0.0,0.0
1.01,0.102,0.0,0.0,0.238,0.371,0.0,0.0
1.02,0.104,0.0,0.0,0.242,0.37,0.0,0.0
1.03,0.106,0.0,0.0,0.246,0.368,0.0,0.0
1.04,0.108,0.0,0.0,0.249,0.365,0.0,0.0
1.05,0.11,0.0,0.0,0.253,0.363,0.0,0.0
1.06,0.112,0.0,0.0,0.257,0.361,0.0,0.0
1.07,0.113,0.0,0.0,0.26,0.358,0.0,0.0
1.08,0.115,0.0,0.0,0.264,0.355,0.0,0.0
1.09,0.117,0.0,0.0,0.267,0.352,0.0,0.0
1.1,0.118,0.0,0.0,0.271,0.348,0.0,0.0
1.11,0.12,0.0,0.0,0.274,0.345,0.0,0.0
1.12,0.121,0.0,0.0,0.278,0.341,0.0,0.0
1.13,0.122,0.0,0.0,0.281,0.337,0.0,0.0
1.14,0.123,0.0,0.0,0.284,0.333,0.0,0.0
1.15,0.125,0.0,0.0,0.288,0.328,0.0,0.0
1.16,0.126,0.0,0.0,0.291,0.323,0.0,0.0
1.17,0.127,0.0,0.0,0.294,0.319,0.0,0.0
1.18,0.128,0.0,0.0,0.297,0.314,0.0,0.0
1.19,0.128,0.0,0.0,0.3,0.308,0.0,0.0
1.2,0.129,0.0,0.0,0.304,0.303,0.0,0.0
1.21,0.13,0.0,0.0,0.307,0.297,0.0,0.0
1.22,0.13,0.0,0.0,0.309,0.291,0.0,0.0
1.23,0.131,0.0,0.0,0.312,0.285,0.0,0.0
1.24,0.131,0.0,0.0,0.315,0.279,0.0,0.0
1.25,0.131,0.0,0.0,0.318,0.272,0.0,0.0
1.26,0.131,0.0,0.0,0.321,0.266,0.0,0.0
1.27,0.131,0.0,0.0,0.323,0.259,0.0,0.0
1.28,0.131,0.0,0.0,0.326,0.252,0.0,0.0
1.29,0.131,0.0,0.0,0.328,0.244,0.0,0.0
1.3,0.13,-0.0,-0.0,0.331,0.237,0.0,0.0
1.31,0.13,-0.0,-0.007,0.333,0.229,0.0,0.0
1.32,0.129,-0.0,-0.02,0.335,0.221,0.0,0.0
1.33,0.128,-0.0,-0.036,0.337,0.213,0.0,0.0
1.34,0.128,-0.001,-0.053,0.34,0.205,0.0,0.0
1.35,0.127,-0.001,-0.069,0.342,0.197,0.0,0.0
1.36,0.125,-0.002,-0.084,0.343,0.188,0.0,0.0
1.37,0.124,-0.003,-0.098,0.345,0.179,0.0,0.0
1.38,0.123,-0.004,-0.114,0.347,0.17,-1.864,-0.419
1.39,0.121,-0.005,-0.129,0.349,0.161,-58.902,-13.073
1.4,0.119,-0.007,-0.142,0.35,0.152,-171.688,-37.526
1.41,0.118,-0.008,-0.156,0.352,0.142,-313.458,-67.247
1.42,0.116,-0.01,-0.169,0.353,0.133,-464.528,-97.423
1.43,0.113,-0.012,-0.183,0.354,0.123,-612.299,-124.961
1.44,0.111,-0.014,-0.197,0.356,0.113,-751.249,-148.487
1.45,0.109,-0.016,-0.211,0.357,0.103,-882.94,-168.346
1.46,0.106,-0.018,-0.225,0.358,0.092,-1015.833,-186.559
1.47,0.103,-0.02,-0.239,0.358,0.082,-1151.868,-203.6
1.48,0.101,-0.023,-0.254,0.359,0.071,-1287.9,-218.707
1.49,0.098,-0.025,-0.268,0.36,0.061,-1423.929,-231.874
1.5,0.094,-0.028,-0.282,0.36,0.05,-1559.955,-243.096
1.51,0.091,-0.031,-0.297,0.361,0.039,-1695.979,-252.368
1.52,0.088,-0.034,-0.311,0.361,0.028,-1832.001,-259.688
1.53,0.084,-0.037,-0.325,0.361,0.017,-1968.021,-265.057
1.54,0.08,-0.04,-0.34,0.362,0.005,-2103.47,-268.702
1.55,0.076,-0.044,-0.355,0.362,-0.006,-2205.562,-283.752
1.56,0.072,-0.047,-0.37,0.361,-0.018,-2304.17,-298.077
1.57,0.068,-0.051,-0.384,0.361,-0.029,-2451.797,-290.438
1.58,0.064,-0.055,-0.396,0.361,-0.041,-2680.008,-247.989
1.59,0.059,-0.059,-0.407,0.36,-0.053,-2999.425,-166.278
1.6,0.054,-0.063,-0.416,0.36,-0.065,-3399.733,-49.246
1.61,0.05,-0.067,-0.424,0.359,-0.077,-3849.674,90.771
1.62,0.045,-0.072,-0.432,0.358,-0.089,-4297.261,233.125
1.63,0.039,-0.076,-0.44,0.357,-0.101,-4726.186,371.457
1.64,0.034,-0.081,-0.448,0.356,-0.114,-5155.109,513.249
1.65,0.029,-0.085,-0.456,0.355,-0.126,-5584.03,658.447
1.66,0.023,-0.09,-0.463,0.354,-0.138,-6012.949,806.989
1.67,0.017,-0.094,-0.471,0.352,-0.151,-6441.867,958.811
1.68,0.012,-0.099,-0.478,0.351,-0.163,-6870.784,1113.845
1.69,0.006,-0.104,-0.486,0.349,-0.176,-7299.699,1272.019
1.7,-0.001,-0.109,-0.493,0.347,-0.188,-7728.613,1433.255
1.71,-0.007,-0.114,-0.499,0.345,-0.201,-8157.526,1597.477
1.72,-0.013,-0.119,-0.506,0.343,-0.214,-8586.437,1764.601
1.73,-0.02,-0.124,-0.513,0.341,-0.226,-9015.347,1934.54
1.74,-0.026,-0.129,-0.519,0.339,-0.239,-9444.257,2107.204
1.75,-0.033,-0.134,-0.525,0.336,-0.252,-9873.165,2282.496
1.76,-0.04,-0.14,-0.531,0.334,-0.264,-10302.072,2460.32
1.77,-0.047,-0.145,-0.536,0.331,-0.277,-10730.979,2640.571
1.78,-0.054,-0.15,-0.541,0.328,-0.29,-11159.885,2823.145
1.79,-0.062,-0.156,-0.546,0.325,-0.302,-11625.955,3028.202
1.8,-0.069,-0.161,-0.549,0.322,-0.315,-12147.194,3265.194
1.81,-0.077,-0.167,-0.551,0.319,-0.328,-12698.531,3520.019
1.82,-0.084,-0.172,-0.553,0.315,-0.34,-13261.189,3782.088
1.83,-0.092,-0.178,-0.554,0.312,-0.353,-13822.685,4044.334
1.84,-0.1,-0.183,-0.555,0.308,-0.366,-14376.834,4303.205
1.85,-0.108,-0.189,-0.556,0.305,-0.378,-14923.743,4558.67
1.86,-0.116,-0.194,-0.557,0.301,-0.391,-15469.814,4814.213
1.87,-0.124,-0.2,-0.558,0.297,-0.403,-16019.686,5072.249
1.88,-0.132,-0.206,-0.558,0.293,-0.415,-16569.569,5330.418
1.89,-0.141,-0.211,-0.557,0.289,-0.428,-17119.453,5588.535
1.9,-0.149,-0.217,-0.557,0.284,-0.44,-17669.336,5846.422
1.91,-0.158,-0.222,-0.556,0.28,-0.452,-18219.22,6103.897
1.92,-0.166,-0.228,-0.555,0.275,-0.464,-18769.104,6360.777
1.93,-0.175,-0.233,-0.553,0.271,-0.476,-19318.988,6616.874
1.94,-0.184,-0.239,-0.551,0.266,-0.488,-19868.873,6872.0
1.95,-0.192,-0.244,-0.549,0.261,-0.5,-20420.485,7126.877
1.96,-0.201,-0.25,-0.546,0.256,-0.511,-20973.221,7380.977
1.97,-0.21,-0.255,-0.543,0.251,-0.523,-21523.215,7632.06
1.98,-0.219,-0.261,-0.54,0.245,-0.534,-22068.015,7878.653
1.99,-0.228,-0.266,-0.536,0.24,-0.545,-22606.602,8120.061
2.0,-0.237,-0.271,-0.533,0.234,-0.557,-23139.392,8356.366
2.01,-0.246,-0.277,-0.528,0.229,-0.568,-23668.232,8588.429
2.02,-0.256,-0.282,-0.524,0.223,-0.579,-24196.406,8817.889
2.03,-0.265,-0.287,-0.519,0.217,-0.589,-24726.204,9045.805
2.04,-0.274,-0.292,-0.514,0.211,-0.6,-25256.038,9271.073
2.05,-0.283,-0.297,-0.508,0.205,-0.611,-25785.873,9493.469
2.06,-0.292,-0.303,-0.502,0.199,-0.621,-26315.709,9712.79
2.07,-0.302,-0.308,-0.496,0.193,-0.631,-26845.547,9928.833
2.08,-0.311,-0.312,-0.489,0.186,-0.641,-27375.386,10141.399
2.09,-0.32,-0.317,-0.482,0.18,-0.651,-27905.227,10350.287
2.1,-0.329,-0.322,-0.475,0.173,-0.661,-28435.069,10555.298
2.11,-0.339,-0.327,-0.467,0.167,-0.671,-28964.913,10756.234
2.12,-0.348,-0.331,-0.458,0.16,-0.68,-29494.759,10952.896
2.13,-0.357,-0.336,-0.45,0.153,-0.689,-30024.607,11145.089
2.14,-0.366,-0.34,-0.441,0.146,-0.698,-30554.457,11332.622
2.15,-0.375,-0.345,-0.432,0.139,-0.707,-31084.31,11515.303
2.16,-0.384,-0.349,-0.422,0.132,-0.716,-31614.166,11692.947
2.17,-0.393,-0.353,-0.412,0.125,-0.725,-32144.024,11865.368
2.18,-0.403,-0.357,-0.401,0.117,-0.733,-32673.886,12032.384
2.19,-0.411,-0.361,-0.391,0.11,-0.741,-33174.207,12182.588
2.2,-0.42,-0.365,-0.382,0.103,-0.749,-33602.397,12300.246
2.21,-0.429,-0.369,-0.374,0.095,-0.757,-33988.283,12397.522
2.22,-0.438,-0.373,-0.365,0.088,-0.764,-34356.328,12484.31
2.23,-0.447,-0.376,-0.356,0.08,-0.772,-34723.319,12567.34
2.24,-0.455,-0.38,-0.347,0.072,-0.779,-35098.362,12650.186
2.25,-0.464,-0.383,-0.337,0.064,-0.786,-35482.888,12733.259
2.26,-0.473,-0.386,-0.327,0.056,-0.792,-35870.647,12813.809
2.27,-0.481,-0.39,-0.316,0.048,-0.799,-36253.368,12888.297
2.28,-0.489,-0.393,-0.306,0.04,-0.805,-36635.69,12958.591
2.29,-0.497,-0.396,-0.295,0.032,-0.811,-37018.016,13024.754
2.3,-0.505,-0.399,-0.283,0.024,-0.817,-37400.346,13086.678
2.31,-0.513,-0.401,-0.272,0.016,-0.822,-37782.683,13144.26
2.32,-0.521,-0.404,-0.26,0.008,-0.828,-38165.025,13197.402
2.33,-0.529,-0.407,-0.248,-0.001,-0.833,-38547.374,13246.004
2.34,-0.537,-0.409,-0.236,-0.009,-0.838,-38929.731,13289.974
2.35,-0.544,-0.411,-0.223,-0.017,-0.842,-39325.373,13331.435
2.36,-0.551,-0.413,-0.21,-0.026,-0.846,-39742.538,13371.62
2.37,-0.559,-0.416,-0.197,-0.034,-0.85,-40135.559,13402.853
2.38,-0.566,-0.417,-0.184,-0.043,-0.854,-40472.392,13419.958
2.39,-0.573,-0.419,-0.173,-0.051,-0.858,-40737.738,13420.783
2.4,-0.579,-0.421,-0.163,-0.06,-0.861,-40933.04,13406.199
2.41,-0.586,-0.422,-0.154,-0.069,-0.864,-41076.486,13380.101
2.42,-0.592,-0.424,-0.145,-0.077,-0.867,-41203.005,13349.411
2.43,-0.599,-0.425,-0.135,-0.086,-0.869,-41348.679,13321.064
2.44,-0.605,-0.427,-0.126,-0.095,-0.871,-41496.906,13291.771
2.45,-0.611,-0.428,-0.116,-0.103,-0.873,-41645.143,13261.013
2.46,-0.616,-0.429,-0.105,-0.112,-0.875,-41793.39,13228.766
2.47,-0.622,-0.43,-0.095,-0.121,-0.877,-41941.65,13195.007
2.48,-0.627,-0.431,-0.085,-0.13,-0.878,-42089.927,13159.712
2.49,-0.632,-0.432,-0.074,-0.138,-0.879,-42238.228,13122.862
2.5,-0.637,-0.432,-0.063,-0.147,-0.879,-42386.558,13084.434
2.51,-0.642,-0.433,-0.052,-0.156,-0.88,-42544.839,13041.778
2.52,-0.646,-0.433,-0.041,-0.165,-0.88,-42725.746,12991.28
2.53,-0.651,-0.434,-0.029,-0.174,-0.88,-42889.671,12942.457
2.54,-0.655,-0.434,-0.019,-0.182,-0.879,-43009.125,12900.759
2.55,-0.659,-0.434,-0.009,-0.191,-0.879,-43073.582,12866.288
2.56,-0.662,-0.434,-0.0,-0.2,-0.878,-43089.47,12833.802
2.57,-0.666,-0.434,0.008,-0.209,-0.876,-43080.179,12792.71
2.58,-0.669,-0.434,0.017,-0.217,-0.875,-43086.058,12727.075
2.59,-0.672,-0.434,0.027,-0.226,-0.873,-43132.778,12632.806
2.6,-0.675,-0.434,0.036,-0.235,-0.871,-43136.163,12562.718
2.61,-0.677,-0.433,0.045,-0.244,-0.869,-43105.739,12511.725
2.62,-0.68,-0.433,0.053,-0.252,-0.866,-43059.746,12469.681
2.63,-0.682,-0.432,0.061,-0.261,-0.863,-43011.046,12429.433
2.64,-0.684,-0.431,0.069,-0.27,-0.86,-42967.116,12386.824
2.65,-0.685,-0.431,0.076,-0.278,-0.857,-42930.054,12340.69
2.66,-0.686,-0.43,0.085,-0.287,-0.853,-42896.577,12292.863
2.67,-0.687,-0.429,0.093,-0.295,-0.849,-42859.973,12247.088
2.68,-0.688,-0.428,0.103,-0.304,-0.845,-42822.519,12202.136
2.69,-0.689,-0.427,0.114,-0.312,-0.841,-42785.061,12157.562
2.7,-0.689,-0.426,0.125,-0.32,-0.836,-42747.599,12113.378
2.71,-0.689,-0.424,0.135,-0.329,-0.831,-42710.135,12069.595
2.72,-0.689,-0.423,0.146,-0.337,-0.826,-42672.667,12026.213
2.73,-0.688,-0.422,0.156,-0.345,-0.82,-42635.197,11983.228
2.74,-0.688,-0.42,0.166,-0.353,-0.815,-42597.726,11940.63
2.75,-0.687,-0.418,0.176,-0.362,-0.809,-42566.482,11897.05
2.76,-0.685,-0.416,0.187,-0.37,-0.802,-42558.106,11848.905
2.77,-0.684,-0.414,0.198,-0.378,-0.796,-42536.49,11804.118
2.78,-0.682,-0.412,0.207,-0.386,-0.789,-42471.544,11769.331
2.79,-0.68,-0.41,0.216,-0.393,-0.782,-42347.393,11748.125
2.8,-0.678,-0.408,0.223,-0.401,-0.775,-42162.376,11741.018
2.81,-0.675,-0.406,0.23,-0.409,-0.767,-41929.042,11745.468
2.82,-0.672,-0.404,0.236,-0.417,-0.759,-41674.156,11755.87
2.83,-0.669,-0.401,0.242,-0.424,-0.751,-41432.704,11764.84
2.84,-0.666,-0.399,0.248,-0.432,-0.743,-41196.397,11774.212
2.85,-0.662,-0.396,0.255,-0.439,-0.734,-40960.088,11785.092
2.86,-0.658,-0.394,0.261,-0.446,-0.726,-40723.775,11797.479
2.87,-0.654,-0.391,0.268,-0.453,-0.716,-40487.461,11811.373
2.88,-0.649,-0.388,0.274,-0.461,-0.707,-40251.145,11826.772
2.89,-0.645,-0.385,0.28,-0.468,-0.698,-40014.827,11843.675
2.9,-0.64,-0.383,0.287,-0.475,-0.688,-39778.506,11862.083
2.91,-0.635,-0.38,0.293,-0.481,-0.678,-39542.184,11881.994
2.92,-0.629,-0.377,0.299,-0.488,-0.668,-39305.86,11903.41
2.93,-0.623,-0.374,0.306,-0.495,-0.657,-39069.535,11926.33
2.94,-0.617,-0.371,0.312,-0.501,-0.647,-38833.208,11950.754
2.95,-0.611,-0.367,0.318,-0.508,-0.636,-38596.879,11976.683
2.96,-0.604,-0.364,0.325,-0.514,-0.625,-38360.549,12004.115
2.97,-0.598,-0.361,0.331,-0.52,-0.613,-38124.218,12033.052
2.98,-0.591,-0.358,0.338,-0.526,-0.602,-37887.885,12063.492
2.99,-0.583,-0.354,0.344,-0.532,-0.59,-37645.758,12097.459
3.0,-0.576,-0.351,0.349,-0.538,-0.578,-37350.295,12151.539
3.01,-0.568,-0.347,0.353,-0.544,-0.566,-37012.325,12221.893
3.02,-0.56,-0.344,0.358,-0.549,-0.553,-36653.385,12300.962
3.03,-0.552,-0.34,0.361,-0.555,-0.541,-36289.016,12383.307
3.04,-0.543,-0.336,0.366,-0.56,-0.528,-35928.764,12465.609
3.05,-0.535,-0.333,0.37,-0.565,-0.515,-35576.182,12546.667
3.06,-0.526,-0.329,0.374,-0.57,-0.502,-35228.826,12627.402
3.07,-0.517,-0.325,0.379,-0.575,-0.488,-34879.055,12710.566
3.08,-0.507,-0.322,0.383,-0.58,-0.475,-34527.497,12795.907
3.09,-0.498,-0.318,0.387,-0.585,-0.461,-34175.939,12882.779
3.1,-0.488,-0.314,0.392,-0.589,-0.447,-33824.379,12971.184
3.11,-0.478,-0.31,0.396,-0.594,-0.433,-33472.818,13061.132
3.12,-0.468,-0.306,0.4,-0.598,-0.419,-33121.256,13152.632
3.13,-0.457,-0.302,0.405,-0.602,-0.404,-32769.693,13245.699
3.14,-0.447,-0.298,0.409,-0.606,-0.389,-32418.13,13340.352
3.15,-0.436,-0.294,0.414,-0.61,-0.374,-32067.67,13436.136
3.16,-0.425,-0.289,0.419,-0.614,-0.359,-31728.363,13528.773
3.17,-0.413,-0.285,0.424,-0.617,-0.344,-31386.593,13624.153
3.18,-0.402,-0.281,0.428,-0.621,-0.329,-31027.296,13728.757
3.19,-0.39,-0.277,0.432,-0.624,-0.313,-30641.898,13846.245
3.2,-0.379,-0.272,0.436,-0.627,-0.298,-30228.322,13977.451
3.21,-0.367,-0.268,0.439,-0.63,-0.282,-29790.983,14120.389
3.22,-0.355,-0.264,0.442,-0.632,-0.266,-29340.786,14270.247
3.23,-0.343,-0.259,0.445,-0.635,-0.25,-28894.323,14419.753
3.24,-0.33,-0.255,0.448,-0.637,-0.234,-28451.92,14568.844
3.25,-0.318,-0.25,0.451,-0.64,-0.217,-28009.516,14719.333
3.26,-0.305,-0.246,0.454,-0.642,-0.201,-27567.111,14871.228
3.27,-0.292,-0.241,0.458,-0.644,-0.184,-27124.706,15024.539
3.28,-0.279,-0.236,0.461,-0.645,-0.167,-26682.3,15179.279
3.29,-0.266,-0.232,0.464,-0.647,-0.15,-26239.893,15335.466
3.3,-0.253,-0.227,0.468,-0.648,-0.133,-25797.486,15493.119
3.31,-0.239,-0.223,0.471,-0.65,-0.116,-25355.078,15652.262
3.32,-0.226,-0.218,0.474,-0.651,-0.099,-24912.669,15812.908
3.33,-0.212,-0.213,0.478,-0.652,-0.082,-24470.26,15975.059
3.34,-0.199,-0.208,0.481,-0.652,-0.064,-24027.85,16138.718
3.35,-0.185,-0.203,0.485,-0.653,-0.047,-23585.439,16303.89
3.36,-0.171,-0.199,0.488,-0.653,-0.029,-23143.028,16470.582
3.37,-0.157,-0.194,0.491,-0.654,-0.011,-22700.616,16638.806
3.38,-0.143,-0.189,0.495,-0.654,0.006,-22258.203,16808.571
3.39,-0.129,-0.184,0.498,-0.653,0.024,-21815.082,16980.248
3.4,-0.115,-0.179,0.502,-0.653,0.042,-21347.616,17165.641
3.41,-0.101,-0.174,0.504,-0.653,0.06,-20854.941,17365.031
3.42,-0.086,-0.169,0.506,-0.652,0.078,-20349.105,17572.249
3.43,-0.072,-0.164,0.509,-0.651,0.096,-19838.98,17782.757
3.44,-0.058,-0.158,0.511,-0.65,0.115,-19330.265,17993.652
3.45,-0.043,-0.153,0.513,-0.649,0.133,-18825.485,18203.662
3.46,-0.029,-0.148,0.515,-0.647,0.151,-18323.992,18413.146
3.47,-0.014,-0.143,0.518,-0.646,0.17,-17822.03,18624.063
3.48,0.0,-0.138,0.52,-0.644,0.188,-17318.617,18836.879
3.49,0.015,-0.133,0.522,-0.642,0.206,-16815.203,19050.774
3.5,0.029,-0.127,0.524,-0.64,0.225,-16311.788,19265.691
3.51,0.044,-0.122,0.526,-0.637,0.243,-15808.374,19481.58
3.52,0.058,-0.117,0.528,-0.635,0.262,-15304.958,19698.391
3.53,0.073,-0.112,0.529,-0.632,0.281,-14801.543,19916.081
3.54,0.087,-0.106,0.531,-0.629,0.299,-14298.127,20134.607
3.55,0.102,-0.101,0.533,-0.626,0.318,-13791.327,20355.454
3.56,0.116,-0.093,0.534,-0.623,0.337,-13016.9,20697.425
3.57,0.131,-0.084,0.536,-0.62,0.355,-12165.555,21074.783
3.58,0.145,-0.078,0.537,-0.616,0.374,-11601.54,21323.756
3.59,0.159,-0.077,0.538,-0.612,0.393,-11505.988,21362.914
3.6,0.174,-0.08,0.538,-0.608,0.412,-11876.921,21193.166
3.61,0.188,-0.087,0.538,-0.604,0.431,-12529.247,20897.763
3.62,0.202,-0.093,0.539,-0.599,0.45,-13094.761,20642.297
3.63,0.216,-0.092,0.54,-0.595,0.469,-13023.705,20674.004
3.64,0.23,-0.085,0.541,-0.59,0.488,-12295.73,21003.47
3.65,0.244,-0.077,0.543,-0.585,0.507,-11510.31,21360.024
3.66,0.258,-0.071,0.544,-0.58,0.526,-10950.616,21614.022
3.67,0.272,-0.069,0.545,-0.575,0.545,-10758.146,21700.625
3.68,0.286,-0.071,0.545,-0.569,0.564,-10932.726,21619.796
3.69,0.299,-0.075,0.545,-0.563,0.583,-11332.511,21436.299
3.7,0.313,-0.079,0.545,-0.557,0.602,-11673.983,21279.704
3.71,0.326,-0.077,0.547,-0.551,0.621,-11532.066,21344.329
3.72,0.339,-0.07,0.548,-0.545,0.64,-10814.45,21673.92
3.73,0.353,-0.062,0.55,-0.538,0.659,-10024.885,22037.687
3.74,0.366,-0.056,0.551,-0.532,0.677,-9452.3,22301.468
3.75,0.378,-0.054,0.551,-0.525,0.696,-9243.95,22396.834
3.76,0.391,-0.056,0.552,-0.518,0.715,-9405.421,22321.086
3.77,0.404,-0.06,0.552,-0.511,0.734,-9800.623,22137.256
3.78,0.416,-0.063,0.552,-0.503,0.752,-10151.797,21974.107
3.79,0.429,-0.062,0.553,-0.496,0.771,-10039.509,22026.134
3.8,0.441,-0.054,0.555,-0.488,0.79,-9256.777,22392.634
3.81,0.453,-0.045,0.556,-0.48,0.808,-8327.144,22830.174
3.82,0.465,-0.038,0.557,-0.472,0.826,-7659.218,23144.421
3.83,0.476,-0.036,0.557,-0.463,0.844,-7469.448,23232.319
