time,wave [m],stroke [m],stroke speed [m/s],angle [deg],angular_speed [deg/s],F_PTO [N],Energy [J]
7.68,0.746,0.224,0.308,1.679,1.487,20304.198,69389.051
7.69,0.749,0.227,0.298,1.694,1.486,20645.533,69443.966
7.7,0.752,0.23,0.289,1.708,1.485,20986.865,69495.612
7.71,0.755,0.233,0.279,1.723,1.483,21328.193,69543.884
7.72,0.757,0.235,0.268,1.738,1.481,21669.516,69588.677
7.73,0.759,0.238,0.258,1.753,1.478,22010.834,69629.885
7.74,0.76,0.241,0.247,1.768,1.475,22352.147,69667.403
7.75,0.762,0.243,0.235,1.782,1.471,22693.453,69701.128
7.76,0.763,0.245,0.224,1.797,1.467,23034.753,69730.953
7.77,0.764,0.248,0.212,1.812,1.462,23376.044,69756.777
7.78,0.765,0.25,0.2,1.826,1.457,23717.326,69778.497
7.79,0.765,0.252,0.187,1.841,1.452,24058.598,69796.012
7.8,0.765,0.253,0.174,1.855,1.446,24399.857,69809.222
7.81,0.765,0.255,0.161,1.87,1.439,24741.102,69818.029
7.82,0.765,0.257,0.152,1.884,1.432,24996.976,69807.084
7.83,0.764,0.258,0.146,1.898,1.425,25136.669,69772.223
7.84,0.763,0.259,0.139,1.913,1.417,25252.184,69731.579
7.85,0.762,0.261,0.125,1.927,1.409,25402.654,69696.754
7.86,0.76,0.262,0.105,1.941,1.401,25614.029,69672.76
7.87,0.759,0.263,0.08,1.955,1.392,25879.07,69658.022
7.88,0.757,0.264,0.055,1.969,1.382,26157.356,69644.374
7.89,0.754,0.264,0.034,1.982,1.373,26375.278,69617.061
7.9,0.752,0.264,0.026,1.996,1.363,26466.522,69605.117
7.91,0.749,0.265,0.024,2.01,1.352,26482.424,69630.499
7.92,0.746,0.265,0.024,2.023,1.341,26481.309,69644.282
7.93,0.743,0.265,0.022,2.037,1.33,26503.252,69619.701
7.94,0.739,0.265,0.015,2.05,1.319,26570.196,69552.754
7.95,0.736,0.265,0.003,2.063,1.307,26685.947,69462.198
7.96,0.732,0.265,-0.014,2.076,1.295,26836.179,69389.551
7.97,0.727,0.265,-0.031,2.089,1.282,26988.434,69399.092
7.98,0.723,0.265,-0.048,2.102,1.27,27144.054,69503.589
7.99,0.718,0.264,-0.065,2.114,1.256,27321.55,69608.984
8.0,0.713,0.263,-0.081,2.127,1.243,27465.278,69694.68
8.01,0.708,0.263,-0.097,2.139,1.23,27538.736,69748.959
8.02,0.702,0.262,-0.111,2.151,1.216,27525.841,69767.62
8.03,0.697,0.26,-0.124,2.163,1.202,27430.931,69753.974
8.04,0.691,0.259,-0.136,2.175,1.187,27278.763,69718.851
8.05,0.684,0.258,-0.149,2.187,1.173,27114.514,69680.592
8.06,0.678,0.256,-0.161,2.199,1.158,26973.652,69653.285
8.07,0.671,0.254,-0.174,2.21,1.143,26833.718,69628.146
8.08,0.664,0.253,-0.188,2.222,1.127,26693.79,69604.839
8.09,0.657,0.251,-0.201,2.233,1.112,26553.867,69583.388
8.1,0.65,0.249,-0.215,2.244,1.096,26413.949,69563.817
8.11,0.642,0.246,-0.228,2.255,1.081,26274.035,69546.151
8.12,0.634,0.244,-0.242,2.265,1.065,26134.125,69530.413
8.13,0.626,0.241,-0.256,2.276,1.049,25994.218,69516.628
8.14,0.618,0.239,-0.27,2.286,1.032,25854.314,69504.818
8.15,0.61,0.236,-0.285,2.297,1.016,25714.412,69494.999
8.16,0.601,0.233,-0.299,2.307,1.0,25574.514,69487.188
8.17,0.592,0.23,-0.314,2.317,0.983,25434.617,69481.397
8.18,0.583,0.227,-0.328,2.326,0.966,25294.723,69477.641
8.19,0.574,0.224,-0.343,2.336,0.949,25154.83,69475.93
8.2,0.565,0.22,-0.358,2.345,0.932,25014.939,69476.275
8.21,0.555,0.216,-0.372,2.355,0.915,24875.05,69478.685
8.22,0.545,0.213,-0.386,2.364,0.898,24688.887,69501.513
8.23,0.535,0.209,-0.398,2.373,0.881,24374.626,69577.494
8.24,0.525,0.205,-0.408,2.381,0.864,23983.363,69686.875
8.25,0.515,0.2,-0.417,2.39,0.847,23558.883,69812.707
8.26,0.504,0.196,-0.426,2.398,0.829,23131.431,69943.3
8.27,0.493,0.192,-0.435,2.406,0.812,22717.714,70072.226
8.28,0.483,0.188,-0.445,2.415,0.794,22320.901,70198.321
8.29,0.472,0.183,-0.454,2.422,0.777,21930.623,70325.679
8.3,0.46,0.178,-0.463,2.43,0.759,21531.552,70460.261
8.31,0.449,0.174,-0.472,2.438,0.741,21131.493,70598.852
8.32,0.438,0.169,-0.481,2.445,0.724,20731.435,70740.998
8.33,0.426,0.164,-0.49,2.452,0.706,20331.379,70886.637
8.34,0.414,0.159,-0.498,2.459,0.688,19931.325,71035.707
8.35,0.402,0.154,-0.507,2.466,0.67,19531.272,71188.148
8.36,0.39,0.149,-0.515,2.472,0.652,19131.22,71343.898
8.37,0.378,0.144,-0.523,2.479,0.634,18731.169,71502.897
8.38,0.366,0.139,-0.531,2.485,0.617,18339.763,71660.298
8.39,0.353,0.133,-0.539,2.491,0.599,17965.316,71811.505
8.4,0.341,0.128,-0.547,2.497,0.581,17574.568,71974.956
8.41,0.328,0.122,-0.553,2.503,0.563,17143.392,72163.936
8.42,0.316,0.117,-0.559,2.508,0.545,16659.961,72384.824
8.43,0.303,0.111,-0.563,2.514,0.527,16124.744,72637.091
8.44,0.29,0.106,-0.567,2.519,0.509,15550.51,72913.302
8.45,0.277,0.1,-0.57,2.524,0.492,14962.325,73199.114
8.46,0.264,0.094,-0.573,2.529,0.474,14387.844,73478.807
8.47,0.251,0.088,-0.575,2.533,0.456,13815.767,73758.801
8.48,0.237,0.083,-0.578,2.538,0.439,13243.69,74040.329
8.49,0.224,0.077,-0.58,2.542,0.421,12671.613,74323.252
8.5,0.211,0.071,-0.582,2.546,0.403,12099.537,74607.43
8.51,0.197,0.065,-0.584,2.55,0.386,11527.462,74892.727
8.52,0.184,0.059,-0.586,2.554,0.368,10955.386,75179.004
8.53,0.17,0.054,-0.587,2.558,0.351,10383.311,75466.127
8.54,0.156,0.048,-0.588,2.561,0.334,9811.236,75753.958
8.55,0.143,0.042,-0.589,2.564,0.316,9239.161,76042.346
8.56,0.129,0.036,-0.59,2.567,0.299,8667.086,76331.133
8.57,0.115,0.03,-0.59,2.57,0.282,8095.011,76620.163
8.58,0.101,0.024,-0.59,2.573,0.265,7522.937,76909.28
8.59,0.088,0.018,-0.59,2.576,0.248,6950.862,77198.331
8.6,0.074,0.012,-0.589,2.578,0.232,6378.787,77487.161
8.61,0.06,0.006,-0.588,2.58,0.215,5806.712,77775.618
8.62,0.046,0.0,-0.587,2.582,0.198,5233.249,78064.358
8.63,0.032,-0.005,-0.586,2.584,0.182,4652.778,78356.46
8.64,0.018,-0.011,-0.584,2.586,0.165,4067.476,78650.414
8.65,0.005,-0.017,-0.582,2.587,0.149,3479.91,78944.496
8.66,-0.009,-0.023,-0.579,2.589,0.133,2891.9,79237.439
8.67,-0.023,-0.029,-0.576,2.59,0.117,2304.521,79528.428
8.68,-0.037,-0.034,-0.573,2.591,0.101,1718.099,79817.104
8.69,-0.051,-0.04,-0.57,2.592,0.085,1132.214,80103.562
8.7,-0.065,-0.046,-0.566,2.593,0.07,545.92,80388.214
8.71,-0.078,-0.051,-0.562,2.594,0.054,-40.516,80670.708
8.72,-0.092,-0.057,-0.558,2.594,0.039,-626.953,80950.773
8.73,-0.106,-0.063,-0.553,2.594,0.024,-1213.39,81228.229
8.74,-0.119,-0.068,-0.548,2.594,0.009,-1799.828,81502.897
8.75,-0.133,-0.074,-0.543,2.594,-0.006,-2386.267,81774.6
8.76,-0.146,-0.079,-0.538,2.594,-0.021,-2972.708,82043.162
8.77,-0.16,-0.084,-0.532,2.594,-0.035,-3559.149,82308.407
8.78,-0.173,-0.09,-0.526,2.594,-0.05,-4148.294,82571.484
8.79,-0.187,-0.095,-0.519,2.593,-0.064,-4749.671,82836.827
8.8,-0.2,-0.1,-0.512,2.592,-0.078,-5345.105,83095.328
8.81,-0.213,-0.105,-0.505,2.592,-0.092,-5918.603,83339.06
8.82,-0.226,-0.11,-0.499,2.591,-0.105,-6461.56,83563.832
8.83,-0.239,-0.115,-0.493,2.589,-0.119,-6972.756,83769.186
8.84,-0.252,-0.12,-0.487,2.588,-0.132,-7458.362,83958.396
8.85,-0.265,-0.125,-0.48,2.587,-0.145,-7931.931,84138.474
8.86,-0.278,-0.13,-0.474,2.585,-0.158,-8411.943,84318.878
8.87,-0.29,-0.134,-0.467,2.584,-0.171,-8895.063,84497.644
8.88,-0.303,-0.139,-0.46,2.582,-0.184,-9378.185,84672.995
8.89,-0.315,-0.143,-0.452,2.58,-0.196,-9861.309,84844.787
8.9,-0.327,-0.148,-0.444,2.578,-0.208,-10344.435,85012.877
8.91,-0.34,-0.152,-0.436,2.576,-0.22,-10827.562,85177.121
8.92,-0.352,-0.157,-0.428,2.574,-0.232,-11310.692,85337.379
8.93,-0.364,-0.161,-0.419,2.571,-0.243,-11793.824,85493.509
8.94,-0.375,-0.165,-0.41,2.569,-0.255,-12276.958,85645.372
8.95,-0.387,-0.169,-0.401,2.566,-0.266,-12760.095,85792.825
8.96,-0.399,-0.173,-0.391,2.563,-0.277,-13243.235,85935.728
8.97,-0.41,-0.177,-0.382,2.561,-0.287,-13726.377,86073.944
8.98,-0.421,-0.181,-0.371,2.558,-0.298,-14209.524,86207.337
8.99,-0.432,-0.184,-0.361,2.555,-0.308,-14692.673,86335.773
9.0,-0.443,-0.188,-0.35,2.551,-0.318,-15175.827,86459.119
9.01,-0.454,-0.191,-0.339,2.548,-0.328,-15658.985,86577.243
9.02,-0.465,-0.195,-0.328,2.545,-0.337,-16135.582,86687.953
9.03,-0.475,-0.198,-0.318,2.541,-0.347,-16535.863,86769.584
9.04,-0.486,-0.201,-0.309,2.538,-0.356,-16871.984,86826.866
9.05,-0.496,-0.204,-0.301,2.534,-0.364,-17175.996,86870.629
9.06,-0.506,-0.207,-0.292,2.531,-0.373,-17471.143,86908.69
9.07,-0.516,-0.21,-0.283,2.527,-0.381,-17771.869,86945.857
9.08,-0.525,-0.213,-0.273,2.523,-0.389,-18083.812,86983.925
9.09,-0.535,-0.215,-0.263,2.519,-0.397,-18403.812,87021.676
9.1,-0.544,-0.218,-0.253,2.515,-0.405,-18720.749,87055.18
9.11,-0.553,-0.22,-0.243,2.511,-0.412,-19034.749,87084.449
9.12,-0.562,-0.223,-0.232,2.507,-0.419,-19348.754,87110.445
9.13,-0.571,-0.225,-0.221,2.503,-0.426,-19662.766,87133.095
9.14,-0.579,-0.227,-0.21,2.498,-0.433,-19976.784,87152.329
9.15,-0.587,-0.229,-0.199,2.494,-0.439,-20290.81,87168.074
9.16,-0.596,-0.231,-0.188,2.49,-0.445,-20604.846,87180.26
9.17,-0.603,-0.233,-0.176,2.485,-0.451,-20918.892,87188.818
9.18,-0.611,-0.235,-0.164,2.481,-0.456,-21234.947,87193.891
9.19,-0.619,-0.236,-0.152,2.476,-0.461,-21578.766,87198.114
9.2,-0.626,-0.238,-0.139,2.471,-0.466,-21918.662,87198.058
9.21,-0.633,-0.239,-0.127,2.467,-0.471,-22216.151,87189.74
9.22,-0.64,-0.24,-0.115,2.462,-0.476,-22449.002,87171.08
9.23,-0.647,-0.241,-0.105,2.457,-0.48,-22611.23,87141.907
9.24,-0.653,-0.242,-0.096,2.452,-0.484,-22713.101,87103.954
9.25,-0.659,-0.243,-0.088,2.447,-0.487,-22781.131,87060.858
9.26,-0.665,-0.244,-0.079,2.443,-0.491,-22857.407,87017.635
9.27,-0.671,-0.245,-0.067,2.438,-0.494,-22958.492,86967.718
9.28,-0.677,-0.246,-0.056,2.433,-0.497,-23063.068,86915.069
9.29,-0.682,-0.246,-0.045,2.428,-0.499,-23156.77,86867.458
9.3,-0.687,-0.247,-0.037,2.423,-0.501,-23232.405,86828.802
9.31,-0.692,-0.247,-0.03,2.418,-0.503,-23289.952,86799.169
9.32,-0.697,-0.247,-0.025,2.413,-0.505,-23336.565,86774.775
9.33,-0.701,-0.247,-0.019,2.408,-0.506,-23386.569,86747.985
9.34,-0.705,-0.247,-0.01,2.402,-0.508,-23459.402,86708.592
9.35,-0.709,-0.247,-0.005,2.397,-0.509,-23500.658,86690.589
9.36,-0.713,-0.247,-0.005,2.392,-0.509,-23505.652,86692.167
9.37,-0.716,-0.247,-0.005,2.387,-0.509,-23506.887,86689.042
9.38,-0.72,-0.247,-0.002,2.382,-0.51,-23526.111,86665.248
9.39,-0.723,-0.247,0.004,2.377,-0.509,-23574.321,86613.133
9.4,-0.726,-0.247,0.014,2.372,-0.509,-23651.756,86533.358
9.41,-0.728,-0.247,0.026,2.367,-0.508,-23747.904,86434.904
9.42,-0.731,-0.247,0.038,2.362,-0.507,-23840.872,86335.189
9.43,-0.733,-0.246,0.049,2.357,-0.506,-23872.831,86258.829
9.44,-0.734,-0.246,0.059,2.352,-0.504,-23844.432,86203.821
9.45,-0.736,-0.245,0.068,2.347,-0.502,-23784.134,86160.346
9.46,-0.737,-0.244,0.078,2.342,-0.5,-23712.994,86121.151
9.47,-0.739,-0.244,0.089,2.337,-0.498,-23644.665,86081.546
9.48,-0.74,-0.243,0.1,2.332,-0.495,-23585.395,86039.405
9.49,-0.74,-0.242,0.112,2.327,-0.492,-23534.03,85995.167
9.5,-0.741,-0.24,0.124,2.322,-0.489,-23482.077,85951.81
9.51,-0.741,-0.239,0.136,2.317,-0.485,-23426.449,85910.397
9.52,-0.741,-0.238,0.147,2.312,-0.481,-23370.818,85869.637
9.53,-0.741,-0.236,0.159,2.307,-0.477,-23315.183,85829.529
9.54,-0.74,-0.235,0.171,2.303,-0.473,-23259.546,85790.073
9.55,-0.739,-0.233,0.183,2.298,-0.468,-23203.907,85751.272
9.56,-0.738,-0.231,0.194,2.293,-0.463,-23148.266,85713.125
9.57,-0.737,-0.229,0.206,2.289,-0.458,-23092.623,85675.637
9.58,-0.736,-0.227,0.218,2.284,-0.453,-23037.077,85638.783
9.59,-0.734,-0.225,0.231,2.28,-0.447,-23007.047,85595.67
9.6,-0.732,-0.222,0.243,2.275,-0.441,-22983.177,85551.635
9.61,-0.73,-0.22,0.255,2.271,-0.435,-22921.572,85518.734
9.62,-0.727,-0.217,0.266,2.266,-0.429,-22795.406,85504.426
9.63,-0.725,-0.214,0.275,2.262,-0.422,-22594.927,85511.568
9.64,-0.722,-0.212,0.283,2.258,-0.415,-22327.45,85538.419
9.65,-0.719,-0.209,0.291,2.254,-0.408,-22017.363,85578.636
9.66,-0.715,-0.206,0.298,2.25,-0.4,-21706.12,85621.281
9.67,-0.712,-0.203,0.306,2.246,-0.393,-21411.662,85661.686
9.68,-0.708,-0.2,0.314,2.242,-0.385,-21117.201,85704.389
9.69,-0.704,-0.196,0.322,2.238,-0.376,-20822.739,85749.396
9.7,-0.7,-0.193,0.329,2.234,-0.368,-20528.273,85796.712
9.71,-0.696,-0.19,0.337,2.231,-0.359,-20233.806,85846.342
9.72,-0.691,-0.186,0.345,2.227,-0.35,-19939.337,85898.295
9.73,-0.686,-0.183,0.353,2.224,-0.341,-19644.866,85952.58
9.74,-0.681,-0.179,0.361,2.22,-0.332,-19350.392,86009.208
9.75,-0.676,-0.176,0.369,2.217,-0.322,-19055.917,86068.186
9.76,-0.67,-0.172,0.377,2.214,-0.312,-18761.441,86129.513
9.77,-0.664,-0.168,0.385,2.211,-0.302,-18466.962,86193.185
9.78,-0.658,-0.164,0.393,2.208,-0.292,-18172.483,86259.2
9.79,-0.652,-0.16,0.401,2.205,-0.282,-17878.001,86327.558
9.8,-0.646,-0.156,0.409,2.202,-0.271,-17583.518,86398.258
9.81,-0.639,-0.152,0.417,2.2,-0.26,-17289.034,86471.301
9.82,-0.633,-0.148,0.425,2.197,-0.249,-16994.548,86546.689
9.83,-0.626,-0.144,0.432,2.195,-0.238,-16661.103,86641.369
9.84,-0.618,-0.139,0.438,2.192,-0.226,-16260.267,86767.634
9.85,-0.611,-0.135,0.443,2.19,-0.214,-15822.033,86912.349
9.86,-0.604,-0.13,0.448,2.188,-0.203,-15369.161,87065.561
9.87,-0.596,-0.126,0.453,2.186,-0.19,-14916.94,87220.6
9.88,-0.588,-0.121,0.458,2.184,-0.178,-14473.19,87374.084
9.89,-0.58,-0.117,0.463,2.183,-0.166,-14038.263,87525.915
9.9,-0.572,-0.112,0.468,2.181,-0.153,-13605.039,87679.28
9.91,-0.563,-0.107,0.473,2.18,-0.14,-13167.062,87837.01
9.92,-0.554,-0.103,0.478,2.178,-0.128,-12729.004,87996.957
9.93,-0.546,-0.098,0.483,2.177,-0.114,-12290.945,88159.051
9.94,-0.537,-0.093,0.488,2.176,-0.101,-11852.884,88323.264
9.95,-0.528,-0.088,0.493,2.175,-0.088,-11414.824,88489.571
9.96,-0.518,-0.083,0.497,2.174,-0.074,-10976.762,88657.949
9.97,-0.509,-0.078,0.502,2.173,-0.061,-10538.699,88828.377
9.98,-0.499,-0.073,0.507,2.173,-0.047,-10100.636,89000.839
9.99,-0.489,-0.068,0.511,2.173,-0.033,-9669.95,89171.474
10.0,-0.479,-0.063,0.516,2.172,-0.019,-9245.865,89340.698
10.01,-0.469,-0.058,0.52,2.172,-0.005,-8809.59,89518.296
10.02,-0.459,-0.052,0.524,2.172,0.01,-8348.898,89710.572
10.03,-0.449,-0.047,0.527,2.172,0.024,-7858.45,89920.184
10.04,-0.438,-0.042,0.53,2.173,0.038,-7339.8,90146.137
10.05,-0.427,-0.037,0.532,2.173,0.053,-6801.393,90383.787
10.06,-0.417,-0.031,0.534,2.174,0.068,-6258.563,90624.841
10.07,-0.406,-0.026,0.536,2.174,0.083,-5723.731,90862.637
10.08,-0.395,-0.021,0.538,2.175,0.097,-5189.269,91101.268
10.09,-0.383,-0.015,0.54,2.176,0.112,-4654.807,91340.854
10.1,-0.372,-0.01,0.541,2.178,0.127,-4120.345,91581.313
10.11,-0.361,-0.004,0.543,2.179,0.142,-3585.883,91822.558
10.12,-0.349,0.001,0.544,2.18,0.158,-3051.42,92064.497
10.13,-0.337,0.007,0.545,2.182,0.173,-2516.957,92307.034
10.14,-0.326,0.012,0.546,2.184,0.188,-1982.494,92550.07
10.15,-0.314,0.017,0.546,2.186,0.204,-1448.031,92793.349
10.16,-0.302,0.023,0.546,2.188,0.22,-913.568,93036.613
10.17,-0.29,0.028,0.547,2.19,0.235,-379.105,93280.051
10.18,-0.278,0.034,0.547,2.193,0.251,155.358,93523.769
10.19,-0.265,0.039,0.547,2.195,0.266,689.822,93767.77
10.2,-0.253,0.045,0.547,2.198,0.281,1224.286,94011.955
10.21,-0.241,0.05,0.547,2.201,0.297,1758.75,94256.123
10.22,-0.228,0.056,0.546,2.204,0.312,2293.214,94499.972
10.23,-0.215,0.061,0.545,2.207,0.328,2829.324,94744.097
10.24,-0.203,0.067,0.544,2.211,0.344,3370.195,94990.158
10.25,-0.19,0.072,0.542,2.214,0.36,3913.952,95236.995
10.26,-0.177,0.077,0.54,2.218,0.376,4458.964,95483.581
10.27,-0.165,0.083,0.538,2.222,0.392,5004.099,95729.17
10.28,-0.152,0.088,0.536,2.226,0.408,5548.731,95973.306
10.29,-0.139,0.094,0.533,2.23,0.424,6092.733,96215.811
10.3,-0.126,0.099,0.531,2.234,0.44,6636.482,96456.795
10.31,-0.113,0.104,0.528,2.238,0.455,7180.555,96696.477
10.32,-0.1,0.109,0.525,2.243,0.471,7724.667,96934.582
10.33,-0.087,0.115,0.522,2.248,0.487,8268.779,97170.981
10.34,-0.073,0.12,0.518,2.253,0.503,8812.891,97405.569
10.35,-0.06,0.125,0.515,2.258,0.519,9357.001,97638.245
10.36,-0.047,0.13,0.511,2.263,0.534,9901.111,97868.908
10.37,-0.034,0.135,0.507,2.269,0.55,10445.22,98097.459
10.38,-0.021,0.14,0.503,2.274,0.566,10989.328,98323.802
10.39,-0.008,0.145,0.498,2.28,0.581,11536.997,98549.519
10.4,0.006,0.15,0.494,2.286,0.597,12092.109,98776.314
10.41,0.019,0.155,0.489,2.292,0.612,12640.42,98997.353
10.42,0.032,0.16,0.484,2.298,0.627,13171.473,99207.661
10.43,0.045,0.165,0.48,2.304,0.642,13680.099,99404.835
10.44,0.059,0.17,0.476,2.311,0.657,14166.415,99589.044
10.45,0.072,0.174,0.472,2.318,0.672,14635.825,99763.026
10.46,0.085,0.179,0.468,2.324,0.687,15099.023,99932.092
10.47,0.098,0.184,0.464,2.331,0.701,15568.046,100102.15
10.48,0.111,0.188,0.459,2.338,0.716,16038.183,100270.72
10.49,0.124,0.193,0.455,2.346,0.73,16508.318,100437.171
10.5,0.137,0.197,0.45,2.353,0.744,16978.453,100601.43
10.51,0.15,0.202,0.445,2.361,0.758,17448.586,100763.423
10.52,0.163,0.206,0.44,2.368,0.772,17918.718,100923.073
10.53,0.176,0.211,0.435,2.376,0.785,18388.85,101080.305
10.54,0.189,0.215,0.429,2.384,0.799,18858.979,101235.039
10.55,0.202,0.219,0.424,2.392,0.812,19329.107,101387.196
10.56,0.215,0.224,0.418,2.4,0.825,19799.234,101536.699
10.57,0.228,0.228,0.412,2.408,0.838,20269.36,101683.474
10.58,0.24,0.232,0.406,2.417,0.85,20739.483,101827.446
10.59,0.253,0.236,0.4,2.425,0.863,21209.605,101968.536
10.6,0.265,0.24,0.394,2.434,0.875,21679.725,102106.667
10.61,0.278,0.244,0.387,2.443,0.886,22149.843,102241.756
10.62,0.29,0.247,0.38,2.452,0.898,22619.959,102373.723
10.63,0.302,0.251,0.374,2.461,0.909,23080.557,102499.009
10.64,0.315,0.255,0.368,2.47,0.92,23490.44,102602.746
10.65,0.327,0.259,0.362,2.479,0.931,23864.895,102690.966
10.66,0.339,0.262,0.357,2.489,0.941,24222.654,102770.851
10.67,0.35,0.266,0.351,2.498,0.952,24577.028,102847.474
10.68,0.362,0.269,0.346,2.508,0.961,24935.9,102923.797
10.69,0.374,0.273,0.34,2.517,0.971,25301.728,103000.669
10.7,0.385,0.276,0.333,2.527,0.98,25671.548,103076.829
10.71,0.397,0.279,0.327,2.537,0.989,26038.465,103149.498
10.72,0.408,0.283,0.32,2.547,0.998,26404.302,103219.36
10.73,0.419,0.286,0.313,2.557,1.006,26770.137,103286.782
10.74,0.43,0.289,0.307,2.567,1.014,27135.97,103351.7
10.75,0.441,0.292,0.299,2.577,1.021,27501.799,103414.047
10.76,0.452,0.295,0.292,2.587,1.028,27867.626,103473.758
10.77,0.463,0.298,0.285,2.598,1.035,28233.449,103530.763
10.78,0.473,0.301,0.277,2.608,1.042,28599.269,103584.993
10.79,0.484,0.303,0.269,2.619,1.048,28968.697,103637.206
10.8,0.494,0.306,0.261,2.629,1.054,29355.695,103690.514
10.81,0.504,0.308,0.252,2.64,1.059,29734.663,103738.958
10.82,0.514,0.311,0.244,2.65,1.064,30082.627,103777.293
10.83,0.523,0.313,0.237,2.661,1.068,30387.148,103802.809
10.84,0.533,0.316,0.23,2.672,1.073,30646.32,103815.331
10.85,0.542,0.318,0.224,2.682,1.076,30868.769,103817.218
10.86,0.552,0.32,0.217,2.693,1.08,31073.658,103813.366
10.87,0.561,0.322,0.211,2.704,1.083,31287.45,103810.392
10.88,0.57,0.324,0.204,2.715,1.085,31505.882,103807.129
10.89,0.578,0.326,0.197,2.726,1.087,31724.31,103802.365
10.9,0.587,0.328,0.19,2.737,1.089,31942.733,103796.064
10.91,0.595,0.33,0.183,2.747,1.09,32161.153,103788.189
10.92,0.603,0.332,0.175,2.758,1.091,32379.568,103778.702
10.93,0.611,0.334,0.168,2.769,1.092,32597.977,103767.563
10.94,0.619,0.335,0.16,2.78,1.092,32816.38,103754.734
10.95,0.627,0.337,0.152,2.791,1.091,33034.777,103740.167
10.96,0.634,0.338,0.143,2.802,1.09,33253.164,103723.777
10.97,0.641,0.34,0.134,2.813,1.089,33471.543,103705.568
10.98,0.648,0.341,0.126,2.824,1.087,33689.913,103685.564
10.99,0.655,0.342,0.118,2.835,1.085,33908.272,103663.781
11.0,0.661,0.343,0.111,2.845,1.082,34126.619,103640.229
11.01,0.668,0.344,0.104,2.856,1.08,34344.952,103614.914
11.02,0.674,0.345,0.096,2.867,1.076,34563.267,103587.834
11.03,0.68,0.346,0.085,2.878,1.072,34776.391,103559.598
11.04,0.686,0.347,0.076,2.889,1.068,34923.971,103534.133
11.05,0.691,0.348,0.067,2.899,1.063,35015.227,103502.052
11.06,0.696,0.348,0.058,2.91,1.058,35077.933,103455.202
11.07,0.701,0.349,0.049,2.92,1.053,35132.324,103390.799
11.08,0.706,0.349,0.04,2.931,1.047,35191.092,103311.426
11.09,0.711,0.35,0.03,2.941,1.04,35259.386,103225.033
11.1,0.715,0.35,0.02,2.952,1.033,35334.814,103144.938
11.11,0.719,0.35,0.011,2.962,1.026,35405.404,103089.151
11.12,0.723,0.35,0.007,2.972,1.019,35434.008,103060.484
11.13,0.727,0.35,0.007,2.982,1.011,35436.508,103050.975
11.14,0.73,0.35,0.006,2.992,1.002,35438.455,103055.218
11.15,0.733,0.35,0.003,3.002,0.993,35456.623,103068.701
11.16,0.736,0.35,-0.003,3.012,0.984,35499.009,103087.808
11.17,0.739,0.35,-0.014,3.022,0.974,35564.835,103109.819
11.18,0.741,0.35,-0.027,3.032,0.964,35644.547,103132.91
11.19,0.744,0.35,-0.039,3.041,0.954,35722.022,103156.505
11.2,0.746,0.349,-0.052,3.051,0.943,35817.55,103185.14
11.21,0.747,0.349,-0.064,3.06,0.932,35910.445,103211.258
11.22,0.749,0.348,-0.076,3.069,0.921,35968.752,103226.122
11.23,0.75,0.347,-0.088,3.079,0.909,35973.921,103224.865
11.24,0.751,0.346,-0.098,3.088,0.897,35920.803,103206.489
11.25,0.752,0.345,-0.108,3.097,0.884,35817.653,103173.865
11.26,0.752,0.344,-0.117,3.105,0.872,35686.13,103133.733
11.27,0.753,0.343,-0.127,3.114,0.859,35560.356,103096.423
11.28,0.753,0.341,-0.137,3.122,0.845,35444.172,103063.133
11.29,0.752,0.34,-0.148,3.131,0.832,35327.994,103031.028
11.3,0.752,0.338,-0.158,3.139,0.818,35211.821,103000.126
11.31,0.751,0.337,-0.169,3.147,0.803,35095.653,102970.447
11.32,0.75,0.335,-0.179,3.155,0.789,34979.49,102942.011
11.33,0.749,0.333,-0.19,3.163,0.774,34863.331,102914.84
11.34,0.747,0.331,-0.202,3.171,0.759,34747.175,102888.954
11.35,0.746,0.329,-0.213,3.178,0.744,34631.022,102864.377
11.36,0.744,0.327,-0.224,3.186,0.728,34514.873,102841.129
11.37,0.741,0.325,-0.236,3.193,0.712,34398.726,102819.225
11.38,0.739,0.322,-0.248,3.2,0.696,34282.581,102798.682
11.39,0.736,0.32,-0.26,3.207,0.68,34166.439,102779.518
11.4,0.733,0.317,-0.272,3.213,0.664,34050.299,102761.748
11.41,0.73,0.314,-0.284,3.22,0.647,33934.16,102745.393
11.42,0.726,0.311,-0.297,3.226,0.631,33818.024,102730.469
11.43,0.723,0.308,-0.309,3.233,0.614,33700.84,102717.338
11.44,0.719,0.305,-0.32,3.239,0.597,33504.952,102731.307
11.45,0.715,0.302,-0.33,3.244,0.579,33218.421,102776.648
11.46,0.71,0.299,-0.339,3.25,0.562,32883.812,102839.939
11.47,0.705,0.295,-0.348,3.256,0.544,32532.661,102911.266
11.48,0.701,0.292,-0.357,3.261,0.527,32185.476,102984.219
11.49,0.695,0.288,-0.366,3.266,0.509,31851.739,103055.896
11.5,0.69,0.284,-0.376,3.271,0.491,31529.901,103126.897
11.51,0.684,0.281,-0.385,3.276,0.473,31207.454,103201.308
11.52,0.679,0.277,-0.395,3.281,0.455,30879.399,103280.727
11.53,0.672,0.273,-0.405,3.285,0.437,30551.345,103363.338
11.54,0.666,0.269,-0.415,3.289,0.419,30223.293,103449.152
